genome,completeness,contamination,length,N50
14_1009_12_30cm_Acidobacteria_8524_66_6.fasta,77.92,4.5,5155255.0,10014.0
14_1009_12_30cm_Betaproteobacteria_8542_64_8.fasta,77.57,22.6,3801274.0,4584.0
14_1009_12_30cm_Archaea_8546_52_24.fasta,77.35,4.03,1853948.0,14945.0
14_1009_12_30cm_Bacteria_8536_66_6.fasta,76.78,3.7,2575203.0,12777.0
14_1009_12_30cm_Acidobacteria_8525_55_6.fasta,76.7,3.42,4364417.0,6088.0
14_1009_12_30cm_Bacteria_8552_67_7.fasta,76.36,5.94,2564662.0,9061.0
14_1009_12_30cm_unknown_8607_51_12.fasta,75.81,27.41,,
14_1009_12_30cm_Thaumarchaeota_8534_36_6.fasta,75.34,5.86,1188961.0,5640.0
14_1009_12_30cm_Gemmatimonadetes_8520_69_6.fasta,75.27,7.14,2622153.0,8388.0
14_1009_12_30cm_Nitrospirae_8490_63_12.fasta,74.09,2.73,,
14_1009_12_30cm_Bacteria_8559_55_12.fasta,73.86,7.12,,
14_1009_12_30cm_Bacteria_8584_69_13.fasta,73.15,10.7,,
14_1009_12_30cm_Bacteria_8603_55_7.fasta,72.98,12.72,,
14_1009_12_30cm_Proteobacteria_8566_68_6.fasta,72.04,13.22,,
14_1009_12_30cm_Verrucomicrobia_8518_56_9.fasta,71.75,1.35,,
14_1009_12_30cm_Bacteria_8592_68_8.fasta,69.25,18.67,,
14_1009_12_30cm_Rokubacteria_8547_70_9.fasta,69.11,9.23,,
14_1009_12_30cm_Bacteria_8545_55_10.fasta,69.06,1.13,,
14_1009_12_30cm_Nitrospirae_8513_62_7.fasta,68.06,1.82,,
14_1009_12_30cm_Bacteria_8538_65_6.fasta,67.85,6.02,,
14_1009_12_30cm_Bacteria_8593_55_8.fasta,66.56,4.05,,
14_1009_12_30cm_Archaea_8585_52_16.fasta,65.83,23.54,,
14_1009_12_30cm_Gemmatimonadetes_8549_69_6.fasta,63.72,0.3,,
14_1009_12_30cm_Acidobacteria_8541_58_7.fasta,62.62,3.85,,
14_1009_12_30cm_Bacteria_8594_56_14.fasta,62.23,22.8,,
14_1009_12_30cm_Rokubacteria_8535_69_6.fasta,61.03,1.39,,
14_1009_12_30cm_Bacteria_8543_66_5.fasta,60.81,0.23,,
14_1009_12_30cm_Deltaproteobacteria_8565_68_7.fasta,60.7,4.54,,
14_1009_12_30cm_Betaproteobacteria_8548_67_6.fasta,59.78,1.28,,
14_1009_12_30cm_Bacteria_8591_66_6.fasta,58.5,3.32,,
14_1009_12_30cm_Ktedonobacter_racemifer_8563_53_6.fasta,58.42,5.61,,
14_1009_12_30cm_Bacteria_8537_71_5.fasta,58.0,4.46,,
14_1009_12_30cm_Bacteria_8573_66_6.fasta,57.92,1.7,,
14_1009_12_30cm_Proteobacteria_8557_68_5.fasta,56.47,9.67,,
14_1009_12_30cm_Sphingomonadales_8539_68_5.fasta,55.82,0.0,,
14_1009_12_30cm_Nitrospirae_8551_63_9.fasta,55.75,2.73,,
14_1009_12_30cm_Bacteria_8642_63_5.fasta,55.7,22.46,,
14_1009_12_30cm_Rokubacteria_8554_71_7.fasta,54.63,5.03,,
14_1009_12_30cm_Gemmatimonadetes_8556_61_5.fasta,54.48,0.0,,
14_1009_12_30cm_Betaproteobacteria_8540_65_8.fasta,54.47,3.87,,
14_1009_12_30cm_unknown_8615_52_12.fasta,52.51,1.34,,
14_1009_12_30cm_unknown_8624_52_10.fasta,52.23,27.1,,
14_1009_12_30cm_unknown_8616_52_6.fasta,51.7,4.37,,
14_1009_12_30cm_Candidatus_Koribacter_versatilis_8564_59_6.fasta,51.63,0.85,,
14_1009_12_30cm_Bacteria_8571_55_5.fasta,51.54,0.68,,
14_1009_12_30cm_Archaea_8561_52_7.fasta,51.4,2.01,,
14_1009_12_30cm_Acidobacteria_8569_56_5.fasta,51.32,0.43,,
14_1009_12_30cm_Bacteria_8645_56_6.fasta,50.61,16.67,,
14_1009_12_30cm_Bacteria_8597_67_5.fasta,49.13,0.93,,
14_1009_12_30cm_Bacteria_8582_66_6.fasta,48.5,0.93,,
14_1009_12_30cm_Bacteria_8643_70_5.fasta,48.2,12.16,,
14_1009_12_30cm_Bacteria_8668_58_5.fasta,46.68,6.57,,
14_1009_12_30cm_Euryarchaeota_8599_64_10.fasta,46.06,1.6,,
14_1009_12_30cm_Bacteria_8614_69_6.fasta,45.18,4.76,,
14_1009_12_30cm_Nitrospirae_8572_56_5.fasta,44.89,1.82,,
14_1009_12_30cm_Bacteria_8544_55_5.fasta,44.27,4.0,,
14_1009_12_30cm_Euryarchaeota_8606_64_19.fasta,43.83,4.0,,
14_1009_12_30cm_Betaproteobacteria_8576_67_12.fasta,41.79,1.74,,
14_1009_12_30cm_Bacteria_8575_72_8.fasta,40.94,1.61,,
14_1009_12_30cm_Bacteria_8578_67_6.fasta,40.91,3.51,,
14_1009_12_30cm_Bacteria_8583_55_5.fasta,40.9,1.01,,
14_1009_12_30cm_unknown_8666_52_6.fasta,38.87,4.93,,
14_1009_12_30cm_unknown_8553_52_6.fasta,37.78,0.0,,
14_1009_12_30cm_Bacteria_8657_56_5.fasta,37.38,5.45,,
14_1009_12_30cm_Bacteria_8574_56_5.fasta,36.56,5.2,,
14_1009_12_30cm_Sphingomonadales_8620_63_5.fasta,36.36,4.87,,
14_1009_12_30cm_Bacteria_8596_67_7.fasta,35.79,0.86,,
14_1009_12_30cm_Gemmatimonadetes_8654_70_8.fasta,35.67,3.45,,
14_1009_12_30cm_Actinobacteria_8628_69_5.fasta,34.42,10.03,,
14_1009_12_30cm_Verrucomicrobia_8568_55_6.fasta,33.46,1.01,,
14_1009_12_30cm_Bacteria_8588_55_6.fasta,33.25,2.93,,
14_1009_12_30cm_Verrucomicrobia_8558_59_5.fasta,33.19,2.09,,
14_1009_12_30cm_Chloroflexi_8580_69_5.fasta,32.94,0.0,,
14_1009_12_30cm_Bacteria_8635_56_5.fasta,31.82,0.34,,
14_1009_12_30cm_Bacteria_8567_56_5.fasta,31.67,0.03,,
14_1009_12_30cm_Betaproteobacteria_8626_66_11.fasta,31.43,4.66,,
14_1009_12_30cm_Bacteria_8608_58_6.fasta,31.25,4.7,,
14_1009_12_30cm_Actinobacteria_8570_72_5.fasta,31.13,0.85,,
14_1009_12_30cm_Bacteria_8579_71_8.fasta,31.01,2.8,,
14_1009_12_30cm_unknown_8623_52_6.fasta,30.12,2.8,,
14_1009_12_30cm_Bacteria_8590_66_5.fasta,29.55,0.93,,
14_1009_12_30cm_Bacteria_8667_61_7.fasta,29.19,4.39,,
14_1009_12_30cm_Bacteria_8629_69_5.fasta,28.52,2.14,,
14_1009_12_30cm_Rokubacteria_8550_71_5.fasta,28.39,0.86,,
14_1009_12_30cm_Bacteria_8630_65_6.fasta,28.1,0.0,,
14_1009_12_30cm_Bacteria_8610_55_8.fasta,27.94,1.69,,
14_1009_12_30cm_Bacteria_8602_55_7.fasta,27.68,1.72,,
14_1009_12_30cm_Bacteria_8619_67_6.fasta,27.2,2.59,,
14_1009_12_30cm_Bacteria_8671_57_9.fasta,26.42,2.56,,
14_1009_12_30cm_Actinobacteria_8595_70_6.fasta,26.07,3.36,,
14_1009_12_30cm_Bacteria_8621_57_5.fasta,25.86,1.0,,
14_1009_12_30cm_unknown_8622_52_10.fasta,24.27,1.94,,
14_1009_12_30cm_Acidobacteria_8577_61_5.fasta,23.97,0.0,,
14_1009_12_30cm_Acidobacteria_8555_57_5.fasta,23.95,0.0,,
14_1009_12_30cm_Bacteria_8604_56_8.fasta,23.34,1.51,,
14_1009_12_30cm_Bacteria_8625_67_5.fasta,23.22,3.85,,
14_1009_12_30cm_Bacteria_8601_55_10.fasta,22.15,0.45,,
14_1009_12_30cm_Betaproteobacteria_8638_65_11.fasta,21.79,0.0,,
14_1009_12_30cm_Euryarchaeota_8609_64_15.fasta,21.22,2.99,,
14_1009_12_30cm_Bacteria_8673_56_7.fasta,20.86,2.07,,
14_1009_12_30cm_Bacteria_8613_66_5.fasta,20.82,0.0,,
14_1009_12_30cm_Euryarchaeota_8649_64_10.fasta,20.09,1.87,,
14_1009_12_30cm_Bacteria_8644_71_5.fasta,19.63,0.17,,
14_1009_12_30cm_Acidobacteria_8670_57_8.fasta,19.26,5.86,,
14_1009_12_30cm_Bacteria_8605_55_8.fasta,18.63,0.68,,
14_1009_12_30cm_Proteobacteria_8632_68_5.fasta,18.5,0.0,,
14_1009_12_30cm_Proteobacteria_8617_64_7.fasta,18.5,1.72,,
14_1009_12_30cm_Bacteria_8651_67_6.fasta,17.87,1.72,,
14_1009_12_30cm_Bacteria_8648_55_5.fasta,17.82,1.72,,
14_1009_12_30cm_Bacteria_8581_68_5.fasta,16.97,1.85,,
14_1009_12_30cm_Bacteria_8627_67_7.fasta,16.87,0.28,,
14_1009_12_30cm_Bacteria_8658_69_7.fasta,16.09,2.95,,
14_1009_12_30cm_Bacteria_8659_56_18.fasta,15.83,1.25,,
14_1009_12_30cm_Deltaproteobacteria_8586_68_6.fasta,14.76,0.32,,
14_1009_12_30cm_Bacteria_8600_66_6.fasta,14.25,0.55,,
14_1009_12_30cm_Bacteria_8646_57_5.fasta,14.09,2.04,,
14_1009_12_30cm_Bacteria_8611_70_5.fasta,13.95,0.0,,
14_1009_12_30cm_unknown_8647_52_10.fasta,13.4,0.93,,
14_1009_12_30cm_Bacteria_8637_68_7.fasta,12.46,1.33,,
14_1009_12_30cm_Bacteria_8598_65_7.fasta,11.92,0.41,,
14_1009_12_30cm_Bacteria_8652_56_6.fasta,11.89,0.98,,
14_1009_12_30cm_Proteobacteria_8587_61_8.fasta,11.49,0.33,,
14_1009_12_30cm_Bacteria_8631_56_11.fasta,11.29,0.31,,
14_1009_12_30cm_Bacteria_8661_55_12.fasta,11.23,0.0,,
14_1009_12_30cm_Bacteria_8653_57_8.fasta,11.23,0.43,,
14_1009_12_30cm_Bacteria_8636_64_9.fasta,10.92,1.72,,
14_1009_12_30cm_Bacteria_8640_69_6.fasta,10.17,0.0,,
14_1009_12_30cm_Bacteria_8660_56_10.fasta,10.11,0.0,,
14_1009_12_30cm_Bacteria_8662_55_6.fasta,10.11,0.0,,
14_1009_12_30cm_Bacteria_8655_69_9.fasta,9.38,0.0,,
14_1009_12_30cm_Euryarchaeota_8664_63_7.fasta,9.35,0.0,,
14_1009_12_30cm_Bacteria_8650_55_6.fasta,8.93,0.0,,
14_1009_12_30cm_Bacteria_8618_66_4.fasta,7.47,0.0,,
14_1009_12_30cm_Bacteria_8639_69_5.fasta,6.99,0.0,,
14_1009_12_30cm_Bacteria_8641_65_8.fasta,6.27,0.0,,
14_1009_12_30cm_Bacteria_8663_55_8.fasta,5.86,0.0,,
14_1009_12_30cm_Euryarchaeota_8665_63_11.fasta,4.67,0.0,,
14_1009_12_30cm_Bacteria_8656_55_7.fasta,4.39,0.0,,
14_1009_12_30cm_Bacteria_8612_65_7.fasta,3.65,0.0,,
14_1009_12_30cm_Bacteria_8633_55_8.fasta,2.66,0.0,,
14_1009_12_30cm_Bacteria_8672_65_7.fasta,1.1,0.0,,
14_1009_12_40cm_Gemmatimonadetes_8710_69_26.fasta,98.9,2.2,3811581.0,37996.0
14_1009_12_40cm_Gemmatimonadetes_8695_61_9.fasta,98.9,4.95,3428489.0,42641.0
14_1009_12_40cm_Acidobacteria_8682_57_9.fasta,98.81,1.71,6986637.0,78045.0
14_1009_12_40cm_Bacteria_8679_54_13.fasta,98.65,7.6,3753442.0,27907.0
14_1009_12_40cm_Bacteria_8691_66_10.fasta,98.06,3.7,3161708.0,23313.0
14_1009_12_40cm_Acidobacteria_8684_56_11.fasta,98.02,7.52,5298605.0,57874.0
14_1009_12_40cm_Gemmatimonadetes_8690_69_12.fasta,97.6,3.3,3744722.0,42699.0
14_1009_12_40cm_Gemmatimonadetes_8677_66_22.fasta,97.25,2.2,3247383.0,89041.0
14_1009_12_40cm_Bacteria_8709_66_12.fasta,97.22,2.02,3309953.0,38833.0
14_1009_12_40cm_Bacteria_8706_66_11.fasta,97.22,3.43,3221118.0,29296.0
14_1009_12_40cm_Bacteria_8675_66_16.fasta,97.22,4.63,2874644.0,14499.0
14_1009_12_40cm_Bacteria_8674_65_17.fasta,97.22,1.85,3634311.0,34461.0
14_1009_12_40cm_Gemmatimonadetes_8681_70_15.fasta,96.7,1.1,3102769.0,21586.0
14_1009_12_40cm_Acidobacteria_8688_55_8.fasta,96.06,8.45,5279571.0,36022.0
14_1009_12_40cm_Bacteria_8753_70_14.fasta,96.04,3.3,3431854.0,10736.0
14_1009_12_40cm_Bacteria_8678_68_15.fasta,96.04,0.99,3057672.0,32009.0
14_1009_12_40cm_Bacteria_8721_57_7.fasta,96.01,10.68,7655047.0,31334.0
14_1009_12_40cm_Gemmatimonadetes_8676_68_13.fasta,95.9,2.75,3482144.0,46662.0
14_1009_12_40cm_Deltaproteobacteria_8707_55_11.fasta,95.78,6.15,6538949.0,19005.0
14_1009_12_40cm_Bacteria_8693_55_9.fasta,95.55,9.09,2960007.0,17524.0
14_1009_12_40cm_Bacteria_8703_62_7.fasta,95.53,0.0,2891372.0,23042.0
14_1009_12_40cm_Acidobacteria_8713_58_8.fasta,95.44,1.71,6429773.0,16858.0
14_1009_12_40cm_Thaumarchaeota_8761_35_9.fasta,94.66,5.58,1493416.0,16730.0
14_1009_12_40cm_Gemmatimonadetes_8700_69_12.fasta,94.51,3.3,3196190.0,30480.0
14_1009_12_40cm_Deltaproteobacteria_8726_68_10.fasta,94.45,6.02,4853822.0,7607.0
14_1009_12_40cm_Bacteria_8701_65_7.fasta,94.07,6.48,3112996.0,19257.0
14_1009_12_40cm_Bacteria_8699_67_9.fasta,94.03,3.43,3242397.0,21109.0
14_1009_12_40cm_Acidobacteria_8685_58_9.fasta,94.02,3.58,4705105.0,31459.0
14_1009_12_40cm_Bacteria_8716_66_9.fasta,93.52,3.89,3574441.0,21682.0
14_1009_12_40cm_Gemmatimonadetes_8694_70_11.fasta,93.51,1.1,3041465.0,111215.0
14_1009_12_40cm_Bacteria_8698_65_8.fasta,93.21,3.07,3334590.0,19885.0
14_1009_12_40cm_Bacteria_8712_66_12.fasta,93.06,0.93,2523459.0,26285.0
14_1009_12_40cm_Gemmatimonadetes_8741_69_8.fasta,91.84,3.59,3460357.0,20669.0
14_1009_12_40cm_Euryarchaeota_8759_64_18.fasta,91.27,12.16,2349062.0,12053.0
14_1009_12_40cm_Bacteria_8719_56_8.fasta,91.26,6.76,2678995.0,12253.0
14_1009_12_40cm_Armatimonadetes_8702_65_16.fasta,91.2,6.57,2961422.0,16398.0
14_1009_12_40cm_Bacteria_8731_55_7.fasta,90.37,3.41,2364279.0,17230.0
14_1009_12_40cm_Bacteria_8711_66_11.fasta,89.97,6.2,2881363.0,10094.0
14_1009_12_40cm_Acidobacteria_8715_61_7.fasta,89.74,1.76,4584129.0,8228.0
14_1009_12_40cm_Rokubacteria_8683_69_17.fasta,89.32,7.03,3413975.0,11123.0
14_1009_12_40cm_Bacteria_8696_70_14.fasta,89.32,11.62,6328933.0,13175.0
14_1009_12_40cm_unknown_8796_56_10.fasta,89.25,8.74,2755786.0,8862.0
14_1009_12_40cm_Bacteria_8714_68_11.fasta,88.96,4.64,6412893.0,27122.0
14_1009_12_40cm_Proteobacteria_8680_68_6.fasta,87.92,2.29,3159435.0,9101.0
14_1009_12_40cm_Acidobacteria_8689_60_7.fasta,87.84,1.71,3970765.0,13244.0
14_1009_12_40cm_Acidobacteria_8738_65_6.fasta,87.55,6.89,6340577.0,12608.0
14_1009_12_40cm_Verrucomicrobia_8704_55_12.fasta,87.31,1.39,2140971.0,14778.0
14_1009_12_40cm_Gemmatimonadetes_8718_70_16.fasta,87.08,6.04,2822311.0,17398.0
14_1009_12_40cm_Acidobacteria_8742_58_7.fasta,86.62,2.56,4505319.0,18294.0
14_1009_12_40cm_Gemmatimonadetes_8762_65_10.fasta,86.31,4.46,3073839.0,19326.0
14_1009_12_40cm_Rokubacteria_8752_68_9.fasta,86.23,9.69,5482578.0,12298.0
14_1009_12_40cm_Deltaproteobacteria_8724_68_11.fasta,84.35,2.37,4311783.0,9574.0
14_1009_12_40cm_Archaea_8747_52_7.fasta,84.23,4.85,2147709.0,21945.0
14_1009_12_40cm_Euryarchaeota_8773_66_8.fasta,83.87,9.5,2012777.0,12759.0
14_1009_12_40cm_Bacteria_8779_66_9.fasta,83.61,11.06,2750292.0,6085.0
14_1009_12_40cm_Xanthomonadales_8686_62_5.fasta,83.0,0.9,3575860.0,14159.0
14_1009_12_40cm_Nitrospirae_8760_63_21.fasta,82.86,10.23,2091744.0,5808.0
14_1009_12_40cm_Bacteria_8692_64_7.fasta,82.72,3.55,3049489.0,17904.0
14_1009_12_40cm_Bacteria_8801_56_7.fasta,81.86,15.0,6250437.0,4954.0
14_1009_12_40cm_Euryarchaeota_8797_64_13.fasta,81.77,16.33,1964123.0,6869.0
14_1009_12_40cm_Euryarchaeota_8735_64_14.fasta,81.63,8.87,2031422.0,10156.0
14_1009_12_40cm_Rokubacteria_8708_70_20.fasta,80.77,3.95,3767795.0,13084.0
14_1009_12_40cm_Bacteria_8756_68_14.fasta,80.54,12.55,6546369.0,10147.0
14_1009_12_40cm_Gemmatimonadetes_8802_70_12.fasta,80.37,3.85,2896865.0,7045.0
14_1009_12_40cm_Bacteria_8767_65_6.fasta,80.03,8.09,6429649.0,8275.0
14_1009_12_40cm_Bacteria_8748_70_6.fasta,79.51,4.42,5625143.0,23736.0
14_1009_12_40cm_Betaproteobacteria_8764_65_6.fasta,79.42,4.08,3117617.0,9094.0
14_1009_12_40cm_Bacteria_8740_67_5.fasta,79.3,2.31,2998246.0,12060.0
14_1009_12_40cm_Bacteria_8737_55_10.fasta,79.24,3.38,2041349.0,9972.0
14_1009_12_40cm_Bacteria_8687_66_22.fasta,79.08,1.94,2692704.0,13329.0
14_1009_12_40cm_Gemmatimonadetes_8772_70_15.fasta,78.42,2.33,2765722.0,7170.0
14_1009_12_40cm_Bacteria_8757_55_8.fasta,78.38,10.61,2340225.0,4768.0
14_1009_12_40cm_Bacteria_8717_55_7.fasta,78.05,3.44,1846623.0,10457.0
14_1009_12_40cm_Euryarchaeota_8791_64_25.fasta,77.87,3.01,1669676.0,10030.0
14_1009_12_40cm_Thaumarchaeota_8705_38_5.fasta,77.68,1.12,1235607.0,8401.0
14_1009_12_40cm_unknown_8782_52_12.fasta,77.57,6.54,1788806.0,20018.0
14_1009_12_40cm_Bacteria_8730_70_7.fasta,77.32,9.64,4388050.0,7270.0
14_1009_12_40cm_Gemmatimonadetes_8733_70_7.fasta,77.21,1.1,2586921.0,14551.0
14_1009_12_40cm_Bacteria_8755_57_5.fasta,77.19,2.56,6998061.0,8181.0
14_1009_12_40cm_Gemmatimonadetes_8722_68_5.fasta,76.84,2.75,2846334.0,13015.0
14_1009_12_40cm_Acidobacteria_8729_59_13.fasta,76.38,10.07,4125325.0,13275.0
14_1009_12_40cm_Bacteria_8723_67_5.fasta,75.03,1.85,2295383.0,8349.0
14_1009_12_40cm_Bacteria_8898_68_7.fasta,74.77,5.26,,
14_1009_12_40cm_unknown_8885_52_14.fasta,74.64,27.02,,
14_1009_12_40cm_Bacteria_8792_70_8.fasta,73.6,9.82,,
14_1009_12_40cm_Bacteria_8769_67_16.fasta,73.52,13.58,,
14_1009_12_40cm_Bacteria_8734_55_6.fasta,73.28,7.46,,
14_1009_12_40cm_Thaumarchaeota_8751_39_8.fasta,71.93,2.91,,
14_1009_12_40cm_Deltaproteobacteria_8732_70_8.fasta,71.75,1.72,,
14_1009_12_40cm_Acidobacteria_8743_57_7.fasta,71.71,1.82,,
14_1009_12_40cm_Bacteria_8788_69_6.fasta,71.5,13.59,,
14_1009_12_40cm_Archaea_8766_52_11.fasta,70.95,6.07,,
14_1009_12_40cm_Nitrospirae_8697_63_30.fasta,70.45,2.73,,
14_1009_12_40cm_Acidobacteria_8739_56_6.fasta,69.97,3.42,,
14_1009_12_40cm_Alphaproteobacteria_8770_63_6.fasta,69.91,2.82,,
14_1009_12_40cm_Bacteria_8765_67_8.fasta,69.61,5.09,,
14_1009_12_40cm_Bacteria_8720_54_6.fasta,68.89,2.03,,
14_1009_12_40cm_Betaproteobacteria_8847_64_8.fasta,68.76,16.33,,
14_1009_12_40cm_Bacteria_8784_69_7.fasta,68.16,4.4,,
14_1009_12_40cm_Bacteria_8813_71_10.fasta,65.65,7.06,,
14_1009_12_40cm_Acidobacteria_8745_57_9.fasta,64.34,2.78,,
14_1009_12_40cm_Bacteria_8783_66_8.fasta,63.86,6.2,,
14_1009_12_40cm_Euryarchaeota_8763_64_41.fasta,63.73,1.64,,
14_1009_12_40cm_Bacteria_8728_65_6.fasta,62.59,3.24,,
14_1009_12_40cm_Gemmatimonadetes_8775_69_27.fasta,62.47,2.2,,
14_1009_12_40cm_Acidobacteria_8758_60_5.fasta,61.64,0.0,,
14_1009_12_40cm_Bacteria_8725_57_5.fasta,61.28,8.12,,
14_1009_12_40cm_Bacteria_8749_57_5.fasta,60.79,3.42,,
14_1009_12_40cm_Betaproteobacteria_8833_64_5.fasta,60.45,5.52,,
14_1009_12_40cm_Bacteria_8838_68_5.fasta,59.73,15.13,,
14_1009_12_40cm_Bacteria_8824_65_5.fasta,59.63,2.78,,
14_1009_12_40cm_unknown_8826_51_18.fasta,58.25,13.92,,
14_1009_12_40cm_Rokubacteria_8781_67_5.fasta,57.98,3.45,,
14_1009_12_40cm_Bacteria_8789_58_4.fasta,57.22,3.72,,
14_1009_12_40cm_Alphaproteobacteria_8771_62_6.fasta,56.66,2.71,,
14_1009_12_40cm_Bacteria_8799_70_4.fasta,56.63,7.98,,
14_1009_12_40cm_Bacteria_8727_70_6.fasta,55.98,2.1,,
14_1009_12_40cm_Bacteria_8854_66_5.fasta,55.81,12.09,,
14_1009_12_40cm_Bacteria_8820_54_6.fasta,55.76,23.48,,
14_1009_12_40cm_Bacteria_8785_60_4.fasta,55.72,4.7,,
14_1009_12_40cm_Archaea_8862_51_20.fasta,54.7,11.37,,
14_1009_12_40cm_Betaproteobacteria_8823_64_10.fasta,53.67,5.74,,
14_1009_12_40cm_Bacteria_8816_56_5.fasta,53.33,0.85,,
14_1009_12_40cm_Bacteria_8777_70_5.fasta,53.11,4.2,,
14_1009_12_40cm_unknown_8903_52_11.fasta,53.08,8.63,,
14_1009_12_40cm_Euryarchaeota_8774_67_5.fasta,52.19,0.0,,
14_1009_12_40cm_Bacteria_8871_71_8.fasta,52.03,17.1,,
14_1009_12_40cm_Gemmatimonadetes_8780_69_5.fasta,51.78,5.79,,
14_1009_12_40cm_Candidatus_Koribacter_versatilis_8750_59_7.fasta,50.56,1.76,,
14_1009_12_40cm_Betaproteobacteria_8809_66_14.fasta,48.62,2.87,,
14_1009_12_40cm_Actinobacteria_8807_70_5.fasta,47.98,0.0,,
14_1009_12_40cm_Rokubacteria_8746_68_5.fasta,47.87,0.97,,
14_1009_12_40cm_Bacteria_8776_54_5.fasta,47.15,0.34,,
14_1009_12_40cm_Bacteria_8912_55_5.fasta,46.71,23.66,,
14_1009_12_40cm_Betaproteobacteria_8863_66_8.fasta,45.56,2.41,,
14_1009_12_40cm_Bacteria_8754_55_7.fasta,45.35,0.45,,
14_1009_12_40cm_unknown_8814_37_4.fasta,45.2,0.0,,
14_1009_12_40cm_Bacteria_8861_57_6.fasta,44.05,6.1,,
14_1009_12_40cm_unknown_8902_52_8.fasta,43.94,4.85,,
14_1009_12_40cm_Euryarchaeota_8866_64_5.fasta,43.58,3.47,,
14_1009_12_40cm_Bacteria_8848_54_5.fasta,43.58,6.8,,
14_1009_12_40cm_unknown_8812_52_7.fasta,43.37,6.63,,
14_1009_12_40cm_Bacteria_8778_66_8.fasta,43.16,2.78,,
14_1009_12_40cm_Bradyrhizobium_8839_61_7.fasta,42.51,6.32,,
14_1009_12_40cm_Bacteria_8805_64_4.fasta,42.45,0.0,,
14_1009_12_40cm_Betaproteobacteria_8821_66_14.fasta,42.33,6.24,,
14_1009_12_40cm_Gemmatimonadetes_8818_68_4.fasta,41.99,0.0,,
14_1009_12_40cm_Bacteria_8837_55_6.fasta,41.67,12.39,,
14_1009_12_40cm_Bacteria_8864_55_7.fasta,40.69,1.72,,
14_1009_12_40cm_Bacteria_8794_55_7.fasta,40.55,0.0,,
14_1009_12_40cm_unknown_8918_52_10.fasta,40.35,12.62,,
14_1009_12_40cm_Bacteria_8879_56_20.fasta,40.22,4.37,,
14_1009_12_40cm_Betaproteobacteria_8744_65_4.fasta,40.0,0.0,,
14_1009_12_40cm_Bacteria_8855_67_6.fasta,39.34,3.47,,
14_1009_12_40cm_Bacteria_8736_57_5.fasta,38.79,0.0,,
14_1009_12_40cm_Bacteria_8804_67_5.fasta,38.41,5.37,,
14_1009_12_40cm_Bacteria_8795_55_7.fasta,37.74,2.03,,
14_1009_12_40cm_unknown_8886_53_11.fasta,36.45,11.53,,
14_1009_12_40cm_Bacteria_8877_67_5.fasta,35.78,4.4,,
14_1009_12_40cm_Bacteria_8890_65_6.fasta,34.66,0.0,,
14_1009_12_40cm_Bacteria_8819_54_6.fasta,34.61,4.17,,
14_1009_12_40cm_unknown_8800_52_10.fasta,31.55,1.94,,
14_1009_12_40cm_Bacteria_8822_56_18.fasta,31.41,6.94,,
14_1009_12_40cm_Proteobacteria_8880_63_7.fasta,31.25,0.34,,
14_1009_12_40cm_Bacteria_8897_59_4.fasta,30.7,4.75,,
14_1009_12_40cm_Ktedonobacter_racemifer_8768_52_5.fasta,30.33,0.09,,
14_1009_12_40cm_Bacteria_8873_56_6.fasta,29.12,0.35,,
14_1009_12_40cm_Bacteria_8815_56_7.fasta,28.87,3.58,,
14_1009_12_40cm_unknown_8904_52_8.fasta,28.53,1.94,,
14_1009_12_40cm_Acidobacteria_8808_59_9.fasta,27.39,2.99,,
14_1009_12_40cm_Bacteria_8840_64_5.fasta,25.85,3.45,,
14_1009_12_40cm_RBG_19FT_COMBO_Actinobacteria_70_19_curated_8803_68_6.fasta,25.81,0.0,,
14_1009_12_40cm_Bacteria_8841_63_24.fasta,25.39,1.2,,
14_1009_12_40cm_Bacteria_8875_57_5.fasta,25.25,0.0,,
14_1009_12_40cm_Bacteria_8846_55_6.fasta,25.08,2.83,,
14_1009_12_40cm_Bacteria_8850_65_7.fasta,24.94,2.16,,
14_1009_12_40cm_Bacteria_8865_65_5.fasta,24.56,0.0,,
14_1009_12_40cm_Bacteria_8892_55_4.fasta,24.43,3.88,,
14_1009_12_40cm_Bacteria_8845_57_4.fasta,24.06,1.71,,
14_1009_12_40cm_Proteobacteria_8889_69_7.fasta,23.8,0.0,,
14_1009_12_40cm_unknown_8887_52_12.fasta,23.71,5.83,,
14_1009_12_40cm_Bacteria_8831_55_9.fasta,23.67,2.07,,
14_1009_12_40cm_Bacteria_8851_56_13.fasta,22.55,1.72,,
14_1009_12_40cm_Bacteria_8899_70_5.fasta,22.52,7.66,,
14_1009_12_40cm_Bacteria_8876_56_6.fasta,22.38,1.35,,
14_1009_12_40cm_Bacteria_8856_57_5.fasta,22.24,1.13,,
14_1009_12_40cm_unknown_8905_51_7.fasta,21.62,0.97,,
14_1009_12_40cm_Bacteria_8868_66_7.fasta,21.55,0.0,,
14_1009_12_40cm_Euryarchaeota_8867_64_14.fasta,21.5,0.0,,
14_1009_12_40cm_Euryarchaeota_8830_63_9.fasta,21.5,0.0,,
14_1009_12_40cm_Bacteria_8810_55_8.fasta,21.09,1.47,,
14_1009_12_40cm_Rhizobiales_8787_65_8.fasta,20.57,1.01,,
14_1009_12_40cm_Bacteria_8858_67_11.fasta,20.52,4.94,,
14_1009_12_40cm_Bacteria_8857_68_6.fasta,19.63,0.0,,
