cluster	cluster_num	type	scaffold	start	stop	Domain	motif	ORF
c00001_14_1009...cluster004.gbk	004	lassopeptide	14_1009_02_30cm_scaffold_814	4248	4545	PF05402	false	14_1009_02_30cm_scaffold_814_4
c00001_14_1009...cluster004.gbk	004	lassopeptide	14_1009_02_30cm_scaffold_814	4528	4960	PF13471	false	14_1009_02_30cm_scaffold_814_5
c00001_14_1009...cluster004.gbk	004	lassopeptide	14_1009_02_30cm_scaffold_814	4956	5904	false	false	14_1009_02_30cm_scaffold_814_6
c00001_14_1009...cluster004.gbk	004	lassopeptide	14_1009_02_30cm_scaffold_814	5900	8903	PF00733	false	14_1009_02_30cm_scaffold_814_7
c00001_14_1009...cluster004.gbk	004	lassopeptide	14_1009_02_30cm_scaffold_814	8917	9940	Polysacc_synt_2	false	14_1009_02_30cm_scaffold_814_8
c00001_14_1009...cluster004.gbk	004	lassopeptide	14_1009_02_30cm_scaffold_814	10018	12340	Poly_export	false	14_1009_02_30cm_scaffold_814_9
c00001_14_1009...cluster004.gbk	004	lassopeptide	14_1009_02_30cm_scaffold_814	12323	13448	false	false	14_1009_02_30cm_scaffold_814_10
c00001_14_1009...cluster004.gbk	004	lassopeptide	14_1009_02_30cm_scaffold_814	13444	14683	false	false	14_1009_02_30cm_scaffold_814_11
c00001_14_1009...cluster004.gbk	004	lassopeptide	14_1009_02_30cm_scaffold_814	14721	15591	false	false	14_1009_02_30cm_scaffold_814_12
c00001_14_1009...cluster004.gbk	004	lassopeptide	14_1009_02_30cm_scaffold_814	15569	16715	Glycos_transf_1	false	14_1009_02_30cm_scaffold_814_13
c00001_14_1009...cluster004.gbk	004	lassopeptide	14_1009_02_30cm_scaffold_814	16714	18241	false	false	14_1009_02_30cm_scaffold_814_14
c00001_14_1009...cluster002.gbk	002	lassopeptide	14_1009_02_40cm_scaffold_1221	3	1080	false	false	14_1009_02_40cm_scaffold_1221_1
c00001_14_1009...cluster002.gbk	002	lassopeptide	14_1009_02_40cm_scaffold_1221	1420	2242	false	false	14_1009_02_40cm_scaffold_1221_2
c00001_14_1009...cluster002.gbk	002	lassopeptide	14_1009_02_40cm_scaffold_1221	2238	3177	false	false	14_1009_02_40cm_scaffold_1221_3
c00001_14_1009...cluster002.gbk	002	lassopeptide	14_1009_02_40cm_scaffold_1221	3211	4483	Glycos_transf_1	false	14_1009_02_40cm_scaffold_1221_4
c00001_14_1009...cluster002.gbk	002	lassopeptide	14_1009_02_40cm_scaffold_1221	4920	6327	Glycos_transf_1	false	14_1009_02_40cm_scaffold_1221_5
c00001_14_1009...cluster002.gbk	002	lassopeptide	14_1009_02_40cm_scaffold_1221	6239	8039	tsrC	false	14_1009_02_40cm_scaffold_1221_6
c00001_14_1009...cluster002.gbk	002	lassopeptide	14_1009_02_40cm_scaffold_1221	8069	9548	Polysacc_synt	false	14_1009_02_40cm_scaffold_1221_7
c00001_14_1009...cluster002.gbk	002	lassopeptide	14_1009_02_40cm_scaffold_1221	9544	10693	false	false	14_1009_02_40cm_scaffold_1221_8
c00001_14_1009...cluster002.gbk	002	lassopeptide	14_1009_02_40cm_scaffold_1221	10721	13610	false	false	14_1009_02_40cm_scaffold_1221_9
c00001_14_1009...cluster002.gbk	002	lassopeptide	14_1009_02_40cm_scaffold_1221	13619	14501	false	false	14_1009_02_40cm_scaffold_1221_10
c00001_14_1009...cluster002.gbk	002	lassopeptide	14_1009_02_40cm_scaffold_1221	14497	15607	false	false	14_1009_02_40cm_scaffold_1221_11
c00001_14_1009...cluster002.gbk	002	lassopeptide	14_1009_02_40cm_scaffold_1221	15994	17341	false	false	14_1009_02_40cm_scaffold_1221_12
c00001_14_1009...cluster002.gbk	002	lassopeptide	14_1009_02_40cm_scaffold_1221	17321	17639	PF05402	false	14_1009_02_40cm_scaffold_1221_13
c00001_14_1009...cluster002.gbk	002	lassopeptide	14_1009_02_40cm_scaffold_1221	17619	18060	PF13471	false	14_1009_02_40cm_scaffold_1221_14
c00001_14_1009...cluster002.gbk	002	lassopeptide	14_1009_02_40cm_scaffold_1221	18062	19856	tsrC	false	14_1009_02_40cm_scaffold_1221_15
c00001_14_1009...cluster002.gbk	002	lassopeptide	14_1009_02_40cm_scaffold_1221	19930	20773	false	false	14_1009_02_40cm_scaffold_1221_16
c00001_14_1009...cluster002.gbk	002	lassopeptide	14_1009_02_40cm_scaffold_1221	20759	20981	false	false	14_1009_02_40cm_scaffold_1221_17
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1364	6796	7213	false	false	14_1009_02_40cm_scaffold_1364_5
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1364	7209	7737	false	false	14_1009_02_40cm_scaffold_1364_6
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1364	7733	8183	false	false	14_1009_02_40cm_scaffold_1364_7
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1364	8249	9032	false	false	14_1009_02_40cm_scaffold_1364_8
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1364	9028	10237	false	false	14_1009_02_40cm_scaffold_1364_9
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1364	10233	11022	DUF692	false	14_1009_02_40cm_scaffold_1364_10
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1364	11032	12157	false	false	14_1009_02_40cm_scaffold_1364_11
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1364	12172	12265	false	false	14_1009_02_40cm_scaffold_1364_12
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1364	12356	13295	false	false	14_1009_02_40cm_scaffold_1364_13
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1364	13291	14038	false	false	14_1009_02_40cm_scaffold_1364_14
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1364	14034	14676	false	false	14_1009_02_40cm_scaffold_1364_15
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1364	14672	15662	false	false	14_1009_02_40cm_scaffold_1364_16
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	63608	65789	Peptidase_S9	false	14_1009_02_40cm_scaffold_41_53
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	65883	66096	false	false	14_1009_02_40cm_scaffold_41_54
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	66208	66454	false	false	14_1009_02_40cm_scaffold_41_55
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	66620	67799	false	false	14_1009_02_40cm_scaffold_41_56
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	67862	68639	adh_short	false	14_1009_02_40cm_scaffold_41_57
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	68661	70008	false	false	14_1009_02_40cm_scaffold_41_58
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	70001	73217	false	false	14_1009_02_40cm_scaffold_41_59
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	73262	74306	false	false	14_1009_02_40cm_scaffold_41_60
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	74357	75131	Abi	false	14_1009_02_40cm_scaffold_41_61
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	75176	76538	false	false	14_1009_02_40cm_scaffold_41_62
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	76651	77194	false	false	14_1009_02_40cm_scaffold_41_63
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	77190	78729	false	false	14_1009_02_40cm_scaffold_41_64
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	78770	79877	false	false	14_1009_02_40cm_scaffold_41_65
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	80003	80669	Aminotran_4	false	14_1009_02_40cm_scaffold_41_66
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	81023	81938	false	false	14_1009_02_40cm_scaffold_41_67
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	82019	83051	PF12697	false	14_1009_02_40cm_scaffold_41_68
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	83047	86062	AMP-binding	false	14_1009_02_40cm_scaffold_41_69
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	86088	87210	false	false	14_1009_02_40cm_scaffold_41_70
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	87258	87984	ACPS	false	14_1009_02_40cm_scaffold_41_71
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	88311	91332	Peptidase_S8	false	14_1009_02_40cm_scaffold_41_72
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	91485	92442	PF12697	false	14_1009_02_40cm_scaffold_41_73
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	92530	93064	false	false	14_1009_02_40cm_scaffold_41_74
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	93070	94339	false	false	14_1009_02_40cm_scaffold_41_75
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	95374	95920	false	false	14_1009_02_40cm_scaffold_41_76
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	95961	96339	ACPS	false	14_1009_02_40cm_scaffold_41_77
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	96350	96632	PP-binding	false	14_1009_02_40cm_scaffold_41_78
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	96704	97502	false	false	14_1009_02_40cm_scaffold_41_79
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	97628	98948	false	false	14_1009_02_40cm_scaffold_41_80
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	98944	99055	false	false	14_1009_02_40cm_scaffold_41_81
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	99026	100643	AMP-binding	false	14_1009_02_40cm_scaffold_41_82
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	101136	102354	false	false	14_1009_02_40cm_scaffold_41_83
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	102350	103631	false	false	14_1009_02_40cm_scaffold_41_84
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	103638	104559	false	false	14_1009_02_40cm_scaffold_41_85
c00001_14_1009...cluster002.gbk	002	other	14_1009_02_40cm_scaffold_41	104589	106041	false	false	14_1009_02_40cm_scaffold_41_86
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1027	13151	15041	false	false	14_1009_02_40cm_scaffold_1027_13
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1027	15099	15534	false	false	14_1009_02_40cm_scaffold_1027_14
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1027	15647	16049	false	false	14_1009_02_40cm_scaffold_1027_15
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1027	16064	16841	false	false	14_1009_02_40cm_scaffold_1027_16
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1027	16837	17626	DUF692	false	14_1009_02_40cm_scaffold_1027_17
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1027	17618	18734	false	false	14_1009_02_40cm_scaffold_1027_18
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1027	18746	18839	false	false	14_1009_02_40cm_scaffold_1027_19
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1027	18934	19873	false	false	14_1009_02_40cm_scaffold_1027_20
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1027	19869	20601	false	false	14_1009_02_40cm_scaffold_1027_21
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1027	20605	21244	false	false	14_1009_02_40cm_scaffold_1027_22
c00001_14_1009...cluster003.gbk	003	bacteriocin	14_1009_02_40cm_scaffold_1027	21228	22116	false	false	14_1009_02_40cm_scaffold_1027_23
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	982	1243	false	false	14_1009_05_40cm_scaffold_1285_2
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	1242	2058	false	false	14_1009_05_40cm_scaffold_1285_3
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	2303	2921	false	false	14_1009_05_40cm_scaffold_1285_4
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	3007	3241	false	false	14_1009_05_40cm_scaffold_1285_5
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	3240	3666	false	false	14_1009_05_40cm_scaffold_1285_6
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	3755	4433	false	false	14_1009_05_40cm_scaffold_1285_7
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	4445	5072	false	false	14_1009_05_40cm_scaffold_1285_8
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	5154	5337	false	false	14_1009_05_40cm_scaffold_1285_9
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	5406	6621	DegT_DnrJ_EryC1	false	14_1009_05_40cm_scaffold_1285_10
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	6916	7261	false	false	14_1009_05_40cm_scaffold_1285_11
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	7443	8673	ladderane	false	14_1009_05_40cm_scaffold_1285_12
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	8669	9797	t2fas	false	14_1009_05_40cm_scaffold_1285_13
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	9848	10316	false	false	14_1009_05_40cm_scaffold_1285_14
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	10302	13176	false	false	14_1009_05_40cm_scaffold_1285_15
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	13573	13765	false	false	14_1009_05_40cm_scaffold_1285_16
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	13953	16698	false	false	14_1009_05_40cm_scaffold_1285_17
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	16821	17289	false	false	14_1009_05_40cm_scaffold_1285_18
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	17403	18723	false	false	14_1009_05_40cm_scaffold_1285_19
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	18742	20194	Glycos_transf_1	false	14_1009_05_40cm_scaffold_1285_20
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	20275	20626	false	false	14_1009_05_40cm_scaffold_1285_21
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	20677	20935	false	false	14_1009_05_40cm_scaffold_1285_22
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	20991	21591	false	false	14_1009_05_40cm_scaffold_1285_23
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	21571	21820	false	false	14_1009_05_40cm_scaffold_1285_24
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	21826	22735	false	false	14_1009_05_40cm_scaffold_1285_25
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	22833	23574	false	false	14_1009_05_40cm_scaffold_1285_26
c00001_14_1009...cluster001.gbk	001	ladderane	14_1009_05_40cm_scaffold_1285	23586	23646	false	false	14_1009_05_40cm_scaffold_1285_27
c00001_14_1009...cluster002.gbk	002	terpene	14_1009_05_40cm_scaffold_1762	3	555	false	false	14_1009_05_40cm_scaffold_1762_1
c00001_14_1009...cluster002.gbk	002	terpene	14_1009_05_40cm_scaffold_1762	551	2375	false	false	14_1009_05_40cm_scaffold_1762_2
c00001_14_1009...cluster002.gbk	002	terpene	14_1009_05_40cm_scaffold_1762	2684	4364	false	false	14_1009_05_40cm_scaffold_1762_3
c00001_14_1009...cluster002.gbk	002	terpene	14_1009_05_40cm_scaffold_1762	4456	6595	false	false	14_1009_05_40cm_scaffold_1762_4
c00001_14_1009...cluster002.gbk	002	terpene	14_1009_05_40cm_scaffold_1762	6713	7289	false	false	14_1009_05_40cm_scaffold_1762_5
c00001_14_1009...cluster002.gbk	002	terpene	14_1009_05_40cm_scaffold_1762	7369	7765	false	false	14_1009_05_40cm_scaffold_1762_6
c00001_14_1009...cluster002.gbk	002	terpene	14_1009_05_40cm_scaffold_1762	7984	9274	false	false	14_1009_05_40cm_scaffold_1762_7
c00001_14_1009...cluster002.gbk	002	terpene	14_1009_05_40cm_scaffold_1762	9287	11288	terpene_cyclase	false	14_1009_05_40cm_scaffold_1762_8
c00001_14_1009...cluster002.gbk	002	terpene	14_1009_05_40cm_scaffold_1762	11442	12042	false	false	14_1009_05_40cm_scaffold_1762_9
c00001_14_1009...cluster002.gbk	002	terpene	14_1009_05_40cm_scaffold_1762	12133	13366	Aminotran_1_2	false	14_1009_05_40cm_scaffold_1762_10
c00001_14_1009...cluster002.gbk	002	terpene	14_1009_05_40cm_scaffold_1762	13532	13964	false	false	14_1009_05_40cm_scaffold_1762_11
c00001_14_1009...cluster002.gbk	002	terpene	14_1009_05_40cm_scaffold_1762	13960	14734	false	false	14_1009_05_40cm_scaffold_1762_12
c00001_14_1009...cluster002.gbk	002	terpene	14_1009_05_40cm_scaffold_1762	15111	16638	false	false	14_1009_05_40cm_scaffold_1762_13
c00001_14_1009...cluster002.gbk	002	terpene	14_1009_05_40cm_scaffold_1762	16679	17711	false	false	14_1009_05_40cm_scaffold_1762_14
c00001_14_1009...cluster002.gbk	002	terpene	14_1009_05_40cm_scaffold_1762	17831	19688	false	false	14_1009_05_40cm_scaffold_1762_15
c00001_14_1009...cluster002.gbk	002	terpene	14_1009_05_40cm_scaffold_1762	19702	20002	false	false	14_1009_05_40cm_scaffold_1762_16
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	18687	19269	false	false	14_1009_05_40cm_scaffold_1979_23
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	19353	20937	false	false	14_1009_05_40cm_scaffold_1979_24
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	21013	21439	false	false	14_1009_05_40cm_scaffold_1979_25
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	21508	22582	false	false	14_1009_05_40cm_scaffold_1979_26
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	22620	23955	false	false	14_1009_05_40cm_scaffold_1979_27
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	24032	25163	Peptidase_S41	false	14_1009_05_40cm_scaffold_1979_28
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	25292	25982	false	false	14_1009_05_40cm_scaffold_1979_29
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	26012	26855	false	false	14_1009_05_40cm_scaffold_1979_30
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	26887	27214	false	false	14_1009_05_40cm_scaffold_1979_31
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	27350	27593	false	false	14_1009_05_40cm_scaffold_1979_32
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	27596	28523	false	false	14_1009_05_40cm_scaffold_1979_33
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	28525	29404	false	false	14_1009_05_40cm_scaffold_1979_34
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	29487	30411	false	false	14_1009_05_40cm_scaffold_1979_35
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	30418	30562	false	false	14_1009_05_40cm_scaffold_1979_36
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	30838	31621	Glycos_transf_2	false	14_1009_05_40cm_scaffold_1979_37
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	31594	32623	false	false	14_1009_05_40cm_scaffold_1979_38
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	32839	33223	false	false	14_1009_05_40cm_scaffold_1979_39
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	33336	34149	false	false	14_1009_05_40cm_scaffold_1979_40
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	34525	35644	false	false	14_1009_05_40cm_scaffold_1979_41
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	35747	36827	Aminotran_5	false	14_1009_05_40cm_scaffold_1979_42
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	36823	37978	false	false	14_1009_05_40cm_scaffold_1979_43
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	38005	39643	phosphonates	false	14_1009_05_40cm_scaffold_1979_44
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	39905	40055	false	false	14_1009_05_40cm_scaffold_1979_45
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	40051	41119	false	false	14_1009_05_40cm_scaffold_1979_46
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	41115	42135	false	false	14_1009_05_40cm_scaffold_1979_47
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	42131	42872	false	false	14_1009_05_40cm_scaffold_1979_48
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	42868	44002	Polysacc_synt_2	false	14_1009_05_40cm_scaffold_1979_49
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	44288	45065	false	false	14_1009_05_40cm_scaffold_1979_50
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	45064	45553	false	false	14_1009_05_40cm_scaffold_1979_51
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	45696	46560	false	false	14_1009_05_40cm_scaffold_1979_52
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	46580	49103	false	false	14_1009_05_40cm_scaffold_1979_53
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	49089	49200	false	false	14_1009_05_40cm_scaffold_1979_54
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	49218	49809	false	false	14_1009_05_40cm_scaffold_1979_55
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	50433	51795	false	false	14_1009_05_40cm_scaffold_1979_56
c00001_14_1009...cluster003.gbk	003	phosphonate	14_1009_05_40cm_scaffold_1979	51977	52784	false	false	14_1009_05_40cm_scaffold_1979_57
c00001_14_1009...cluster004.gbk	004	terpene	14_1009_05_40cm_scaffold_2423	2	851	false	false	14_1009_05_40cm_scaffold_2423_1
c00001_14_1009...cluster004.gbk	004	terpene	14_1009_05_40cm_scaffold_2423	1084	1387	false	false	14_1009_05_40cm_scaffold_2423_2
c00001_14_1009...cluster004.gbk	004	terpene	14_1009_05_40cm_scaffold_2423	1461	2565	PF04055	false	14_1009_05_40cm_scaffold_2423_3
c00001_14_1009...cluster004.gbk	004	terpene	14_1009_05_40cm_scaffold_2423	2720	3770	false	false	14_1009_05_40cm_scaffold_2423_4
c00001_14_1009...cluster004.gbk	004	terpene	14_1009_05_40cm_scaffold_2423	3954	4968	phytoene_synt	false	14_1009_05_40cm_scaffold_2423_5
c00001_14_1009...cluster004.gbk	004	terpene	14_1009_05_40cm_scaffold_2423	5245	6043	false	false	14_1009_05_40cm_scaffold_2423_6
c00001_14_1009...cluster004.gbk	004	terpene	14_1009_05_40cm_scaffold_2423	6210	6909	false	false	14_1009_05_40cm_scaffold_2423_7
c00001_14_1009...cluster004.gbk	004	terpene	14_1009_05_40cm_scaffold_2423	7049	9977	false	false	14_1009_05_40cm_scaffold_2423_8
c00001_14_1009...cluster004.gbk	004	terpene	14_1009_05_40cm_scaffold_2423	10001	12626	false	false	14_1009_05_40cm_scaffold_2423_9
c00001_14_1009...cluster004.gbk	004	terpene	14_1009_05_40cm_scaffold_2423	13161	13482	false	false	14_1009_05_40cm_scaffold_2423_10
c00001_14_1009...cluster004.gbk	004	terpene	14_1009_05_40cm_scaffold_2423	13478	13625	false	false	14_1009_05_40cm_scaffold_2423_11
c00001_14_1009...cluster004.gbk	004	terpene	14_1009_05_40cm_scaffold_2423	13891	14275	false	false	14_1009_05_40cm_scaffold_2423_12
c00001_14_1009...cluster004.gbk	004	terpene	14_1009_05_40cm_scaffold_2423	14430	14760	false	false	14_1009_05_40cm_scaffold_2423_13
c00001_14_1009...cluster001.gbk	001	lassopeptide	14_1009_05_40cm_scaffold_33928	276	1851	Bac_transf	false	14_1009_05_40cm_scaffold_33928_1
c00001_14_1009...cluster001.gbk	001	lassopeptide	14_1009_05_40cm_scaffold_33928	2602	2851	PF05402	false	14_1009_05_40cm_scaffold_33928_2
c00001_14_1009...cluster001.gbk	001	lassopeptide	14_1009_05_40cm_scaffold_33928	2834	5258	tsrC	false	14_1009_05_40cm_scaffold_33928_3
c00001_14_1009...cluster001.gbk	001	lassopeptide	14_1009_05_40cm_scaffold_33928	5375	6269	false	false	14_1009_05_40cm_scaffold_33928_4
c00001_14_1009...cluster001.gbk	001	lassopeptide	14_1009_05_40cm_scaffold_33928	6333	7002	false	false	14_1009_05_40cm_scaffold_33928_5
c00001_14_1009...cluster001.gbk	001	lassopeptide	14_1009_05_40cm_scaffold_33928	7049	7382	false	false	14_1009_05_40cm_scaffold_33928_6
c00001_14_1009...cluster001.gbk	001	lassopeptide	14_1009_05_40cm_scaffold_33928	7541	7889	false	false	14_1009_05_40cm_scaffold_33928_7
c00001_14_1009...cluster001.gbk	001	lassopeptide	14_1009_05_40cm_scaffold_33928	7983	8997	false	false	14_1009_05_40cm_scaffold_33928_8
c00001_14_1009...cluster001.gbk	001	lassopeptide	14_1009_05_40cm_scaffold_33928	9500	10001	false	false	14_1009_05_40cm_scaffold_33928_9
