genome,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
14_0927_05_20cm_Rokubacteria_2144_69_8.fasta,412_1,0.030000000000000027,average,ANImf,412
14_0927_05_40cm_Rokubacteria_2343_69_6.fasta,412_1,0.030000000000000027,average,ANImf,412
14_0927_09_20cm_Rokubacteria_6040_69_8.fasta,412_1,0.030000000000000027,average,ANImf,412
14_0929_02_20cm_Rokubacteria_2479_69_7.fasta,412_1,0.030000000000000027,average,ANImf,412
14_0929_02_30cm_Rokubacteria_2611_69_8.fasta,412_1,0.030000000000000027,average,ANImf,412
14_0929_02_40cm_Rokubacteria_2828_69_9.fasta,412_1,0.030000000000000027,average,ANImf,412
14_0929_05_20cm_Rokubacteria_3000_69_7.fasta,412_1,0.030000000000000027,average,ANImf,412
14_0929_05_30cm_Rokubacteria_3225_70_7.fasta,412_1,0.030000000000000027,average,ANImf,412
14_0929_05_40cm_Rokubacteria_3426_69_8.fasta,412_1,0.030000000000000027,average,ANImf,412
14_1009_02_40cm_Rokubacteria_3817_69_7.fasta,412_1,0.030000000000000027,average,ANImf,412
14_1009_05_20cm_Rokubacteria_3999_70_7.fasta,412_1,0.030000000000000027,average,ANImf,412
14_1009_05_30cm_Rokubacteria_4195_69_6.fasta,412_1,0.030000000000000027,average,ANImf,412
14_1009_05_40cm_Rokubacteria_4358_69_9.fasta,412_1,0.030000000000000027,average,ANImf,412
14_1009_09_20cm_Rokubacteria_7741_69_7.fasta,412_1,0.030000000000000027,average,ANImf,412
14_1009_13_20cm_Rokubacteria_8930_69_6.fasta,412_1,0.030000000000000027,average,ANImf,412
14_1009_13_30cm_Rokubacteria_9098_70_7.fasta,412_1,0.030000000000000027,average,ANImf,412
14_1009_16_20cm_Rokubacteria_9470_69_6.fasta,412_1,0.030000000000000027,average,ANImf,412
14_1009_16_30cm_Rokubacteria_9689_69_15.fasta,412_1,0.030000000000000027,average,ANImf,412
14_1009_16_40cm_Rokubacteria_10147_69_19.fasta,412_1,0.030000000000000027,average,ANImf,412
14_0903_02_30cm_Rokubacteria_180_70_11.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0903_02_40cm_Rokubacteria_6_70_6.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0903_05_30cm_Rokubacteria_4573_70_10.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0903_05_40cm_Rokubacteria_473_70_19.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0903_09_40cm_Rokubacteria_779_70_9.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0903_13_40cm_Rokubacteria_1354_70_16.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0903_16_40cm_Bacteria_5681_70_22.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0927_02_40cm_Rokubacteria_2051_70_13.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0927_05_40cm_Rokubacteria_2337_70_15.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0927_09_40cm_Rokubacteria_6232_70_8.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0927_12_40cm_Rokubacteria_6589_70_14.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0929_02_30cm_Bacteria_2615_69_23.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0929_02_40cm_Rokubacteria_2807_70_29.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0929_05_30cm_Rokubacteria_3222_70_20.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0929_05_40cm_Rokubacteria_3396_70_21.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0929_09_40cm_Bacteria_7018_70_11.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0929_12_30cm_Rokubacteria_7402_70_8.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0929_12_40cm_Rokubacteria_7612_70_13.fasta,413_1,0.030000000000000027,average,ANImf,413
14_1009_02_30cm_Rokubacteria_3698_70_11.fasta,413_1,0.030000000000000027,average,ANImf,413
14_1009_02_40cm_Rokubacteria_3834_70_21.fasta,413_1,0.030000000000000027,average,ANImf,413
14_1009_05_30cm_Rokubacteria_4219_70_14.fasta,413_1,0.030000000000000027,average,ANImf,413
14_1009_09_40cm_Rokubacteria_8244_70_9.fasta,413_1,0.030000000000000027,average,ANImf,413
14_1009_12_40cm_Bacteria_8696_70_14.fasta,413_1,0.030000000000000027,average,ANImf,413
14_1009_13_30cm_Rokubacteria_9092_70_16.fasta,413_1,0.030000000000000027,average,ANImf,413
14_1009_13_40cm_Bacteria_9318_70_13.fasta,413_1,0.030000000000000027,average,ANImf,413
14_1009_16_30cm_Rokubacteria_9651_70_40.fasta,413_1,0.030000000000000027,average,ANImf,413
14_1009_16_40cm_Rokubacteria_10152_70_61.fasta,413_1,0.030000000000000027,average,ANImf,413
14_0903_13_20cm_Rokubacteria_1222_70_8.fasta,414_1,0.030000000000000027,average,ANImf,414
14_0903_16_30cm_Rokubacteria_5554_70_10.fasta,414_1,0.030000000000000027,average,ANImf,414
14_0927_02_20cm_Rokubacteria_1936_70_8.fasta,414_1,0.030000000000000027,average,ANImf,414
14_0927_05_20cm_Rokubacteria_2212_70_11.fasta,414_1,0.030000000000000027,average,ANImf,414
14_0927_09_20cm_Rokubacteria_6043_70_9.fasta,414_1,0.030000000000000027,average,ANImf,414
14_0929_05_20cm_Rokubacteria_3055_70_8.fasta,414_1,0.030000000000000027,average,ANImf,414
14_1009_05_30cm_Rokubacteria_4216_70_8.fasta,414_1,0.030000000000000027,average,ANImf,414
14_1009_13_20cm_Rokubacteria_8968_70_11.fasta,414_1,0.030000000000000027,average,ANImf,414
14_1009_13_30cm_Rokubacteria_9135_70_10.fasta,414_1,0.030000000000000027,average,ANImf,414
14_1009_16_20cm_Rokubacteria_9498_70_11.fasta,414_1,0.030000000000000027,average,ANImf,414
14_1009_16_30cm_Rokubacteria_9741_70_13.fasta,414_1,0.030000000000000027,average,ANImf,414
14_1009_09_30cm_Bacteria_7941_70_10.fasta,415_1,0.030000000000000027,average,ANImf,415
14_1009_12_40cm_Bacteria_8730_70_7.fasta,415_1,0.030000000000000027,average,ANImf,415
14_0903_13_40cm_Bacteria_1367_70_6.fasta,415_2,0.030000000000000027,average,ANImf,415
14_0927_12_20cm_Bacteria_6463_70_8.fasta,415_2,0.030000000000000027,average,ANImf,415
14_1009_13_30cm_Rokubacteria_9085_71_8.fasta,415_2,0.030000000000000027,average,ANImf,415
14_1009_13_40cm_Bacteria_9300_70_7.fasta,415_2,0.030000000000000027,average,ANImf,415
14_1009_16_30cm_Bacteria_9657_70_7.fasta,415_2,0.030000000000000027,average,ANImf,415
14_1009_16_40cm_Bacteria_10210_70_8.fasta,415_2,0.030000000000000027,average,ANImf,415
14_0927_12_20cm_Rokubacteria_6348_71_8.fasta,416_1,0.030000000000000027,average,ANImf,416
14_1009_16_30cm_Rokubacteria_9728_70_10.fasta,416_1,0.030000000000000027,average,ANImf,416
14_1009_16_40cm_Rokubacteria_10140_71_15.fasta,416_1,0.030000000000000027,average,ANImf,416
14_0903_02_20cm_Rokubacteria_75_70_6.fasta,416_2,0.030000000000000027,average,ANImf,416
14_0919_02_20cm_Rokubacteria_5932_71_8.fasta,416_2,0.030000000000000027,average,ANImf,416
14_0927_02_20cm_Rokubacteria_1948_71_7.fasta,416_2,0.030000000000000027,average,ANImf,416
14_0927_05_20cm_Rokubacteria_2142_70_11.fasta,416_2,0.030000000000000027,average,ANImf,416
14_0929_02_20cm_Rokubacteria_2494_70_9.fasta,416_2,0.030000000000000027,average,ANImf,416
14_0903_16_30cm_Rokubacteria_5533_70_7.fasta,417_1,0.030000000000000027,average,ANImf,417
14_0919_02_20cm_Rokubacteria_5901_70_8.fasta,417_1,0.030000000000000027,average,ANImf,417
14_0929_02_20cm_Rokubacteria_2476_69_9.fasta,417_1,0.030000000000000027,average,ANImf,417
14_1009_16_30cm_Rokubacteria_9640_69_15.fasta,417_1,0.030000000000000027,average,ANImf,417
14_1009_16_40cm_Rokubacteria_10047_69_19.fasta,417_1,0.030000000000000027,average,ANImf,417
14_0903_02_30cm_Rokubacteria_169_69_7.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0903_05_30cm_Rokubacteria_4560_69_11.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0903_05_40cm_Rokubacteria_495_69_17.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0903_09_40cm_Rokubacteria_736_69_16.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0903_12_40cm_Rokubacteria_4712_69_13.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0903_13_40cm_Rokubacteria_1335_69_20.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0903_16_30cm_Rokubacteria_5524_69_12.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0903_16_40cm_Rokubacteria_5675_69_23.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0927_02_40cm_Rokubacteria_2041_69_9.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0927_05_20cm_Rokubacteria_2138_69_8.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0927_05_40cm_Rokubacteria_2333_70_17.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0927_09_40cm_Rokubacteria_6165_69_21.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0927_12_40cm_Rokubacteria_6609_69_23.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0929_02_30cm_Rokubacteria_2608_68_13.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0929_02_40cm_Rokubacteria_2799_69_18.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0929_05_30cm_Rokubacteria_3206_69_18.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0929_05_40cm_Rokubacteria_3394_69_22.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0929_09_30cm_Rokubacteria_6844_69_7.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0929_09_40cm_Rokubacteria_7014_69_21.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0929_12_30cm_Rokubacteria_7381_69_8.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0929_12_40cm_Rokubacteria_7548_69_18.fasta,418_1,0.030000000000000027,average,ANImf,418
14_1009_02_40cm_Rokubacteria_3826_68_14.fasta,418_1,0.030000000000000027,average,ANImf,418
14_1009_05_30cm_Rokubacteria_4170_69_10.fasta,418_1,0.030000000000000027,average,ANImf,418
14_1009_05_40cm_Rokubacteria_4377_69_19.fasta,418_1,0.030000000000000027,average,ANImf,418
14_1009_09_30cm_Rokubacteria_7971_69_15.fasta,418_1,0.030000000000000027,average,ANImf,418
14_1009_09_40cm_Rokubacteria_8188_69_22.fasta,418_1,0.030000000000000027,average,ANImf,418
14_1009_12_40cm_Rokubacteria_8683_69_17.fasta,418_1,0.030000000000000027,average,ANImf,418
14_1009_13_30cm_Rokubacteria_9081_69_18.fasta,418_1,0.030000000000000027,average,ANImf,418
14_1009_13_40cm_Rokubacteria_9301_69_19.fasta,418_1,0.030000000000000027,average,ANImf,418
14_1009_16_40cm_Rokubacteria_10133_69_57.fasta,418_1,0.030000000000000027,average,ANImf,418
14_0903_02_30cm_Rokubacteria_173_69_13.fasta,419_1,0.030000000000000027,average,ANImf,419
14_0903_05_30cm_Rokubacteria_4563_69_8.fasta,419_1,0.030000000000000027,average,ANImf,419
14_0903_05_40cm_Rokubacteria_475_69_14.fasta,419_1,0.030000000000000027,average,ANImf,419
14_0903_16_40cm_Rokubacteria_10593_69_11.fasta,419_1,0.030000000000000027,average,ANImf,419
14_0919_02_20cm_Rokubacteria_5917_70_9.fasta,419_1,0.030000000000000027,average,ANImf,419
14_0927_02_40cm_Rokubacteria_2038_69_13.fasta,419_1,0.030000000000000027,average,ANImf,419
14_0927_05_20cm_Rokubacteria_2167_69_8.fasta,419_1,0.030000000000000027,average,ANImf,419
14_0927_05_40cm_Rokubacteria_2306_69_14.fasta,419_1,0.030000000000000027,average,ANImf,419
14_0929_02_20cm_Rokubacteria_2456_69_11.fasta,419_1,0.030000000000000027,average,ANImf,419
14_0929_02_30cm_Rokubacteria_2603_69_24.fasta,419_1,0.030000000000000027,average,ANImf,419
14_0929_02_40cm_Rokubacteria_2797_69_23.fasta,419_1,0.030000000000000027,average,ANImf,419
14_0929_05_30cm_Rokubacteria_3180_69_16.fasta,419_1,0.030000000000000027,average,ANImf,419
14_0929_05_40cm_Rokubacteria_3408_69_20.fasta,419_1,0.030000000000000027,average,ANImf,419
14_1009_02_30cm_Rokubacteria_3690_69_12.fasta,419_1,0.030000000000000027,average,ANImf,419
14_1009_02_40cm_Rokubacteria_3815_69_18.fasta,419_1,0.030000000000000027,average,ANImf,419
14_1009_05_30cm_Rokubacteria_4217_69_6.fasta,419_1,0.030000000000000027,average,ANImf,419
14_1009_05_40cm_Rokubacteria_4341_69_14.fasta,419_1,0.030000000000000027,average,ANImf,419
14_1009_16_30cm_Rokubacteria_9647_69_24.fasta,419_1,0.030000000000000027,average,ANImf,419
14_1009_16_40cm_Rokubacteria_10040_69_23.fasta,419_1,0.030000000000000027,average,ANImf,419
14_0903_05_30cm_Rokubacteria_4556_70_11.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0903_05_40cm_Rokubacteria_488_70_14.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0903_09_40cm_Rokubacteria_754_70_21.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0903_12_40cm_Rokubacteria_4795_70_11.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0903_13_20cm_Rokubacteria_1214_69_13.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0903_13_40cm_Rokubacteria_1339_69_21.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0903_16_30cm_Rokubacteria_5536_70_14.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0903_16_40cm_Rokubacteria_5670_69_22.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0927_02_40cm_Rokubacteria_2040_69_12.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0927_05_40cm_Rokubacteria_2317_69_10.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0927_09_40cm_Rokubacteria_6190_70_15.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0927_12_40cm_Rokubacteria_6574_70_22.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0929_02_30cm_Rokubacteria_2602_69_19.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0929_02_40cm_Rokubacteria_2803_69_23.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0929_05_30cm_Rokubacteria_3230_70_20.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0929_05_40cm_Rokubacteria_3419_69_14.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0929_09_30cm_Rokubacteria_6849_70_9.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0929_09_40cm_Rokubacteria_7019_69_18.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0929_12_30cm_Rokubacteria_7382_69_18.fasta,419_2,0.030000000000000027,average,ANImf,419
14_0929_12_40cm_Rokubacteria_7523_70_17.fasta,419_2,0.030000000000000027,average,ANImf,419
14_1009_02_30cm_Rokubacteria_3699_70_8.fasta,419_2,0.030000000000000027,average,ANImf,419
14_1009_02_40cm_Rokubacteria_3822_69_19.fasta,419_2,0.030000000000000027,average,ANImf,419
14_1009_05_30cm_Rokubacteria_4169_70_11.fasta,419_2,0.030000000000000027,average,ANImf,419
14_1009_05_40cm_Rokubacteria_4364_70_15.fasta,419_2,0.030000000000000027,average,ANImf,419
14_1009_09_30cm_Rokubacteria_7952_69_17.fasta,419_2,0.030000000000000027,average,ANImf,419
14_1009_09_40cm_Rokubacteria_8179_70_13.fasta,419_2,0.030000000000000027,average,ANImf,419
14_1009_12_30cm_Rokubacteria_8514_70_10.fasta,419_2,0.030000000000000027,average,ANImf,419
14_1009_12_40cm_Rokubacteria_8708_70_20.fasta,419_2,0.030000000000000027,average,ANImf,419
14_1009_13_30cm_Rokubacteria_9100_70_18.fasta,419_2,0.030000000000000027,average,ANImf,419
14_1009_13_40cm_Rokubacteria_9305_70_14.fasta,419_2,0.030000000000000027,average,ANImf,419
14_1009_16_30cm_Bacteria_9715_68_8.fasta,420_1,0.030000000000000027,average,ANImf,420
14_1009_16_40cm_Bacteria_10192_68_11.fasta,420_1,0.030000000000000027,average,ANImf,420
14_0903_09_40cm_Bacteria_751_68_8.fasta,421_1,0.030000000000000027,average,ANImf,421
14_0903_12_30cm_Bacteria_1047_68_7.fasta,421_1,0.030000000000000027,average,ANImf,421
14_0903_13_40cm_Bacteria_1353_68_8.fasta,421_1,0.030000000000000027,average,ANImf,421
14_0903_16_40cm_Rokubacteria_5685_68_8.fasta,421_1,0.030000000000000027,average,ANImf,421
14_0927_09_40cm_Bacteria_6167_68_10.fasta,421_1,0.030000000000000027,average,ANImf,421
14_0927_12_40cm_Bacteria_6549_68_8.fasta,421_1,0.030000000000000027,average,ANImf,421
14_0929_02_30cm_Rokubacteria_2677_68_6.fasta,421_1,0.030000000000000027,average,ANImf,421
14_0929_05_30cm_Rokubacteria_3187_68_7.fasta,421_1,0.030000000000000027,average,ANImf,421
14_0929_09_30cm_Rokubacteria_6839_68_7.fasta,421_1,0.030000000000000027,average,ANImf,421
14_0929_09_40cm_Bacteria_7003_68_8.fasta,421_1,0.030000000000000027,average,ANImf,421
14_0929_12_30cm_Rokubacteria_7393_68_7.fasta,421_1,0.030000000000000027,average,ANImf,421
14_0929_12_40cm_Bacteria_7551_68_7.fasta,421_1,0.030000000000000027,average,ANImf,421
14_1009_05_30cm_Rokubacteria_4230_68_5.fasta,421_1,0.030000000000000027,average,ANImf,421
14_1009_05_40cm_Bacteria_4359_68_6.fasta,421_1,0.030000000000000027,average,ANImf,421
14_1009_09_30cm_Bacteria_7937_68_11.fasta,421_1,0.030000000000000027,average,ANImf,421
14_1009_09_40cm_Bacteria_8194_68_8.fasta,421_1,0.030000000000000027,average,ANImf,421
14_1009_12_30cm_Rokubacteria_8495_68_7.fasta,421_1,0.030000000000000027,average,ANImf,421
14_1009_12_40cm_Rokubacteria_8752_68_9.fasta,421_1,0.030000000000000027,average,ANImf,421
14_1009_13_30cm_Bacteria_9076_68_12.fasta,421_1,0.030000000000000027,average,ANImf,421
14_1009_13_40cm_Bacteria_9315_68_8.fasta,421_1,0.030000000000000027,average,ANImf,421
14_1009_16_30cm_Rokubacteria_9626_68_18.fasta,421_1,0.030000000000000027,average,ANImf,421
14_1009_16_40cm_Rokubacteria_10030_68_23.fasta,421_1,0.030000000000000027,average,ANImf,421
14_1009_16_40cm_Bacteria_10219_71_7.fasta,422_0,0.030000000000000027,average,ANImf,422
14_0903_13_20cm_Bacteria_1211_71_7.fasta,423_1,0.030000000000000027,average,ANImf,423
14_0903_13_40cm_Bacteria_1355_71_7.fasta,423_1,0.030000000000000027,average,ANImf,423
14_0903_16_30cm_Bacteria_5519_70_9.fasta,423_1,0.030000000000000027,average,ANImf,423
14_0903_16_40cm_Bacteria_5678_71_8.fasta,423_1,0.030000000000000027,average,ANImf,423
14_0919_02_20cm_Bacteria_5883_71_7.fasta,423_1,0.030000000000000027,average,ANImf,423
14_0927_05_20cm_Bacteria_2155_71_8.fasta,423_1,0.030000000000000027,average,ANImf,423
14_0929_02_20cm_Bacteria_2483_71_7.fasta,423_1,0.030000000000000027,average,ANImf,423
14_0929_05_30cm_Bacteria_3198_71_8.fasta,423_1,0.030000000000000027,average,ANImf,423
14_1009_05_20cm_Bacteria_3988_71_6.fasta,423_1,0.030000000000000027,average,ANImf,423
14_1009_05_30cm_Bacteria_4164_70_6.fasta,423_1,0.030000000000000027,average,ANImf,423
14_1009_05_40cm_Bacteria_4388_71_6.fasta,423_1,0.030000000000000027,average,ANImf,423
14_1009_13_20cm_Bacteria_8941_70_6.fasta,423_1,0.030000000000000027,average,ANImf,423
14_1009_13_30cm_Bacteria_9073_70_12.fasta,423_1,0.030000000000000027,average,ANImf,423
14_1009_13_40cm_Bacteria_9311_70_7.fasta,423_1,0.030000000000000027,average,ANImf,423
14_1009_16_20cm_Bacteria_9479_71_7.fasta,423_1,0.030000000000000027,average,ANImf,423
14_1009_16_30cm_Bacteria_9616_70_22.fasta,423_1,0.030000000000000027,average,ANImf,423
14_1009_16_40cm_Bacteria_10048_71_21.fasta,423_1,0.030000000000000027,average,ANImf,423
14_0903_13_30cm_Bacteria_4899_71_7.fasta,424_1,0.030000000000000027,average,ANImf,424
14_1009_16_30cm_Bacteria_9726_71_6.fasta,424_1,0.030000000000000027,average,ANImf,424
14_0903_05_20cm_Bacteria_10582_71_8.fasta,425_1,0.030000000000000027,average,ANImf,425
14_0903_05_30cm_Bacteria_4558_71_13.fasta,425_1,0.030000000000000027,average,ANImf,425
14_0903_05_40cm_Bacteria_493_71_11.fasta,425_1,0.030000000000000027,average,ANImf,425
14_0903_13_20cm_Bacteria_1220_71_6.fasta,425_1,0.030000000000000027,average,ANImf,425
14_0903_13_30cm_Bacteria_4848_71_22.fasta,425_1,0.030000000000000027,average,ANImf,425
14_0903_16_30cm_Bacteria_5540_71_7.fasta,425_1,0.030000000000000027,average,ANImf,425
14_0919_05_20cm_Bacteria_1531_71_7.fasta,425_1,0.030000000000000027,average,ANImf,425
14_0927_05_20cm_Bacteria_2137_71_12.fasta,425_1,0.030000000000000027,average,ANImf,425
14_0927_05_40cm_Bacteria_2316_71_12.fasta,425_1,0.030000000000000027,average,ANImf,425
14_0927_09_20cm_Bacteria_6035_71_8.fasta,425_1,0.030000000000000027,average,ANImf,425
14_0927_09_40cm_Bacteria_6219_72_10.fasta,425_1,0.030000000000000027,average,ANImf,425
14_0929_05_30cm_Bacteria_3190_71_18.fasta,425_1,0.030000000000000027,average,ANImf,425
14_0929_09_30cm_Bacteria_6875_72_9.fasta,425_1,0.030000000000000027,average,ANImf,425
14_1009_05_20cm_Bacteria_3990_71_9.fasta,425_1,0.030000000000000027,average,ANImf,425
14_1009_05_30cm_Bacteria_4182_71_14.fasta,425_1,0.030000000000000027,average,ANImf,425
14_1009_05_40cm_Bacteria_4354_71_13.fasta,425_1,0.030000000000000027,average,ANImf,425
14_1009_13_30cm_Bacteria_9126_71_8.fasta,425_1,0.030000000000000027,average,ANImf,425
14_1009_16_30cm_Bacteria_9747_71_26.fasta,425_1,0.030000000000000027,average,ANImf,425
14_1009_16_40cm_Bacteria_10245_71_19.fasta,425_1,0.030000000000000027,average,ANImf,425
14_0903_13_30cm_Bacteria_4962_71_19.fasta,425_2,0.030000000000000027,average,ANImf,425
14_1009_16_30cm_Bacteria_9702_71_14.fasta,425_2,0.030000000000000027,average,ANImf,425
14_1009_16_40cm_Bacteria_10220_71_15.fasta,425_2,0.030000000000000027,average,ANImf,425
14_1009_13_40cm_Bacteria_9348_71_6.fasta,425_3,0.030000000000000027,average,ANImf,425
14_0903_09_40cm_Bacteria_791_70_6.fasta,426_1,0.030000000000000027,average,ANImf,426
14_0903_13_30cm_Bacteria_4946_69_16.fasta,426_1,0.030000000000000027,average,ANImf,426
14_1009_13_30cm_Bacteria_9148_70_6.fasta,426_1,0.030000000000000027,average,ANImf,426
14_1009_16_30cm_Bacteria_9810_70_15.fasta,426_1,0.030000000000000027,average,ANImf,426
14_1009_16_40cm_Bacteria_10237_69_13.fasta,426_1,0.030000000000000027,average,ANImf,426
14_0903_05_40cm_Bacteria_479_72_9.fasta,427_1,0.030000000000000027,average,ANImf,427
14_0903_16_40cm_Bacteria_5732_72_9.fasta,427_1,0.030000000000000027,average,ANImf,427
14_0927_05_40cm_Bacteria_2309_72_10.fasta,427_1,0.030000000000000027,average,ANImf,427
14_0929_02_30cm_Bacteria_2643_72_7.fasta,427_1,0.030000000000000027,average,ANImf,427
14_0929_02_40cm_Bacteria_2798_72_12.fasta,427_1,0.030000000000000027,average,ANImf,427
14_0929_05_30cm_Bacteria_3264_72_9.fasta,427_1,0.030000000000000027,average,ANImf,427
14_0929_05_40cm_Bacteria_3464_72_8.fasta,427_1,0.030000000000000027,average,ANImf,427
14_1009_02_40cm_Bacteria_3838_71_8.fasta,427_1,0.030000000000000027,average,ANImf,427
14_1009_05_40cm_Bacteria_4363_71_11.fasta,427_1,0.030000000000000027,average,ANImf,427
14_1009_16_30cm_Bacteria_9705_71_17.fasta,427_1,0.030000000000000027,average,ANImf,427
14_1009_16_40cm_Bacteria_10209_71_17.fasta,427_1,0.030000000000000027,average,ANImf,427
14_0903_05_30cm_Bacteria_4585_72_9.fasta,428_1,0.030000000000000027,average,ANImf,428
14_0903_13_20cm_Bacteria_1249_71_10.fasta,428_1,0.030000000000000027,average,ANImf,428
14_0903_16_30cm_Bacteria_5551_72_15.fasta,428_1,0.030000000000000027,average,ANImf,428
14_0903_16_40cm_Bacteria_5735_72_15.fasta,428_1,0.030000000000000027,average,ANImf,428
14_0927_05_20cm_Bacteria_2161_72_12.fasta,428_1,0.030000000000000027,average,ANImf,428
14_0927_09_40cm_Bacteria_6211_72_11.fasta,428_1,0.030000000000000027,average,ANImf,428
14_0927_12_40cm_Bacteria_6633_71_10.fasta,428_1,0.030000000000000027,average,ANImf,428
14_0929_02_40cm_Bacteria_2882_72_15.fasta,428_1,0.030000000000000027,average,ANImf,428
14_1009_05_20cm_Bacteria_4048_72_8.fasta,428_1,0.030000000000000027,average,ANImf,428
14_1009_05_30cm_Bacteria_4235_71_16.fasta,428_1,0.030000000000000027,average,ANImf,428
14_1009_05_40cm_Bacteria_4425_72_12.fasta,428_1,0.030000000000000027,average,ANImf,428
14_1009_13_30cm_Bacteria_9245_72_15.fasta,428_1,0.030000000000000027,average,ANImf,428
14_1009_13_40cm_Bacteria_9421_71_12.fasta,428_1,0.030000000000000027,average,ANImf,428
14_1009_16_20cm_Bacteria_9578_71_9.fasta,428_1,0.030000000000000027,average,ANImf,428
14_1009_16_40cm_Bacteria_10505_72_40.fasta,428_1,0.030000000000000027,average,ANImf,428
14_0927_02_40cm_Bacteria_2062_72_9.fasta,428_2,0.030000000000000027,average,ANImf,428
14_0929_02_30cm_Bacteria_2685_72_12.fasta,428_2,0.030000000000000027,average,ANImf,428
14_1009_02_30cm_Bacteria_3728_72_9.fasta,428_2,0.030000000000000027,average,ANImf,428
14_1009_02_40cm_Bacteria_3905_72_12.fasta,428_2,0.030000000000000027,average,ANImf,428
14_0929_12_30cm_Bacteria_7407_72_12.fasta,428_3,0.030000000000000027,average,ANImf,428
14_0903_13_30cm_Bacteria_4826_69_9.fasta,429_0,0.030000000000000027,average,ANImf,429
14_1009_16_30cm_Bacteria_9655_67_9.fasta,430_1,0.030000000000000027,average,ANImf,430
14_1009_16_40cm_Bacteria_10087_67_7.fasta,430_1,0.030000000000000027,average,ANImf,430
14_0903_02_30cm_Gemmatimonadetes_167_68_7.fasta,431_0,0.030000000000000027,average,ANImf,431
14_0903_13_30cm_Burkholderiales_4888_66_12.fasta,432_1,0.030000000000000027,average,ANImf,432
14_1009_16_30cm_Burkholderiales_9712_66_6.fasta,432_1,0.030000000000000027,average,ANImf,432
14_1009_16_40cm_Burkholderiales_10114_69_7.fasta,433_0,0.030000000000000027,average,ANImf,433
14_0903_05_20cm_Bacteria_395_69_9.fasta,434_0,0.030000000000000027,average,ANImf,434
14_1009_12_40cm_Betaproteobacteria_8764_65_6.fasta,435_1,0.030000000000000027,average,ANImf,435
14_1009_16_40cm_Betaproteobacteria_10251_65_7.fasta,435_1,0.030000000000000027,average,ANImf,435
14_1009_09_30cm_Betaproteobacteria_7996_64_8.fasta,436_1,0.030000000000000027,average,ANImf,436
14_1009_12_30cm_Betaproteobacteria_8542_64_8.fasta,436_2,0.030000000000000027,average,ANImf,436
